,320CH1-A,320CH2-A,320CH3-A,320CH4-A,320CH5-A,320CH6-A,320CH7-A,320CH8-A,320CH9-A,320CH10-A,320CH11-A,320CH12-A,320CH13-A,320CH14-A,320CH15-A,320CH16-A,320CH17-A,320CH18-A,320CH19-A,320CH20-A,320CH21-A,320CH22-A,320CH23-A,320CH24-A,320CH25-A,320CH26-A,320CH27-A,320CH28-A,320CH29-A,320CH30-A,320CH31-A,320CH32-A,320CH33-A,320CH34-A,320CH35-A,355CH1-A,355CH2-A,355CH3-A,355CH4-A,355CH5-A,355CH6-A,355CH7-A,355CH8-A,355CH9-A,355CH10-A,355CH11-A,355CH12-A,355CH13-A,355CH14-A,355CH15-A,355CH16-A,355CH17-A,355CH18-A,355CH19-A,355CH20-A,355CH21-A,355CH22-A,355CH23-A,355CH24-A,355CH25-A,355CH26-A,355CH27-A,355CH28-A,355CH29-A,355CH30-A,355CH31-A,355CH32-A,355CH33-A,355CH34-A,355CH35-A,405CH1-A,405CH2-A,405CH3-A,405CH4-A,405CH5-A,405CH6-A,405CH7-A,405CH8-A,405CH9-A,405CH10-A,405CH11-A,405CH12-A,405CH13-A,405CH14-A,405CH15-A,405CH16-A,405CH17-A,405CH18-A,405CH19-A,405CH20-A,405CH21-A,405CH22-A,405CH23-A,405CH24-A,405CH25-A,405CH26-A,405CH27-A,405CH28-A,405CH29-A,405CH30-A,405CH31-A,405CH32-A,405CH33-A,405CH34-A,405CH35-A,488CH4-A,488CH5-A,488CH6-A,488CH7-A,488CH8-A,488CH9-A,488CH10-A,488CH11-A,488CH12-A,488CH13-A,488CH14-A,488CH15-A,488CH16-A,488CH17-A,488CH18-A,488CH19-A,488CH20-A,488CH21-A,488CH22-A,488CH23-A,488CH24-A,488CH25-A,488CH26-A,488CH27-A,488CH28-A,488CH29-A,488CH30-A,488CH31-A,488CH32-A,488CH33-A,488CH34-A,488CH35-A,561CH10-A,561CH11-A,561CH12-A,561CH13-A,561CH14-A,561CH15-A,561CH16-A,561CH17-A,561CH18-A,561CH19-A,561CH20-A,561CH21-A,561CH22-A,561CH23-A,561CH24-A,561CH25-A,561CH26-A,561CH27-A,561CH28-A,561CH29-A,561CH30-A,561CH31-A,561CH32-A,561CH33-A,561CH34-A,561CH35-A,637CH17-A,637CH18-A,637CH19-A,637CH20-A,637CH21-A,637CH22-A,637CH23-A,637CH24-A,637CH25-A,637CH26-A,637CH27-A,637CH28-A,637CH29-A,637CH30-A,637CH31-A,637CH32-A,637CH33-A,637CH34-A,637CH35-A
RY655,0.000563956,8.99E-05,5.03E-05,0.000198642,0.00022486,0.000120936,0.000105125,0.000134892,5.18E-05,0.000122365,0.000124797,0.000152805,8.97E-05,0.000337231,0.000229671,0.000516362,0.003262613,0.004582953,0.003226933,0.002360632,0.001722736,0.001368302,0.001397013,0.001300596,0.000907062,0.000668863,0.00052388,0.000371739,0.000215704,0.000278758,0.000152461,0.000173775,0.000116394,0.00010638,4.19E-05,0.000133135,0.000135278,8.55E-05,0.000295741,0.000286617,0.000299202,0.000136929,0.00015131,8.90E-06,7.66E-05,0.000133896,0.000153762,7.30E-05,0.000107482,4.39E-05,0.000301207,0.002741935,0.002922362,0.002504914,0.001631315,0.000901955,0.000897265,0.00082526,0.000859719,0.000605514,0.000463989,0.00019357,0.00027816,0.000156338,0.000133633,6.71E-05,2.98E-05,-2.83E-05,4.14E-05,4.26E-05,5.04E-05,0.00013519,0.000145479,0.000401101,0.001451997,0.001115999,0.001245191,0.000557771,6.43E-05,0.000159086,0.000473579,0.000437411,0.00029149,0.001099341,0.001117909,0.001992313,0.020224953,0.024316174,0.017153,0.011147926,0.008017987,0.006328113,0.006131802,0.005442941,0.004038248,0.003151402,0.001982,0.001464544,0.001468396,0.000874094,0.000736967,0.000383705,0.000589162,0.000103756,0.000156795,-0.000581173,6.41E-05,0.000307071,0.000365591,0.000749231,0.000215202,0.002370148,0.007487259,0.005227,0.004203443,0.007444595,0.008806251,0.006194793,0.106913553,0.164978083,0.131581029,0.094574703,0.060611521,0.043369355,0.038517677,0.035070299,0.028663213,0.021515268,0.014910748,0.010368353,0.007944628,0.00623416,0.005200543,0.004076388,0.003320698,0.002785629,0.002008253,0.082327565,0.091997824,0.053439756,0.043808133,0.076299772,0.051383951,0.113462879,0.837877175,1,0.669392774,0.443141085,0.316313542,0.269148123,0.261883874,0.228160474,0.194887466,0.137373283,0.094746148,0.070452516,0.050851716,0.038383606,0.031482024,0.026521193,0.019724546,0.014442904,0.011424118,0.067943089,0.082823269,0.064438883,0.042584858,0.028259318,0.023739808,0.023942885,0.021509846,0.01787677,0.012454139,0.008829209,0.006204259,0.004288546,0.003481633,0.003027795,0.002533813,0.002326103,0.001627413,0.001195341
RY743,0.001789414,0.000259098,0.000159821,5.32E-05,0.000363094,3.28E-05,0.00022002,0.000117518,0.000120174,9.43E-05,0.000334042,-8.11E-05,0.000126513,1.86E-05,-1.72E-05,0.000146561,0.000397772,0.000353375,0.000197509,0.000258216,0.000474883,0.000481737,0.000965388,0.001912951,0.002433226,0.002446351,0.001825207,0.001605731,0.001269846,0.000844995,0.000954358,0.000651311,0.000642416,0.000374149,0.000362366,0.000456647,0.000450718,0.000183502,0.000806334,0.000520892,0.000646655,0.000601298,0.000187264,0.000108107,0.000161554,0.000633623,0.000346378,0.000226721,-1.91E-05,-2.00E-05,7.18E-05,1.30E-05,1.37E-05,-0.00018253,-8.31E-06,0.000117792,0.000460616,0.001340864,0.002740431,0.00338134,0.003420513,0.003074697,0.002057296,0.001628353,0.001203679,0.001198597,0.000793726,0.000829705,0.000746987,0.000454769,0.000423216,0.000387396,0.000556255,0.002396559,0.00277475,0.002810663,0.002457073,0.001728534,0.000471356,0.000444236,0.000586585,0.000488197,0.000761512,0.000797302,0.000605702,6.73E-05,0.000517377,0.00030755,0.000194149,0.000155419,0.000346553,0.001359186,0.003106706,0.005184783,0.00652068,0.007559653,0.006042577,0.005057028,0.00426991,0.002483597,0.001732528,0.00170178,0.001974701,0.001302928,0.000745593,-0.000336411,0.000443257,0.00055635,0.000813765,0.001536847,0.000676673,0.005010841,0.015672935,0.010842281,0.007434083,0.006192189,0.003048197,0.000299817,0.001454999,0.002013169,0.002023648,0.002691348,0.004933579,0.013608727,0.032560042,0.066065744,0.098262649,0.111457076,0.095232838,0.072480028,0.055745718,0.039748957,0.031690243,0.026810206,0.022510652,0.019871302,0.015262238,0.170018638,0.187977136,0.107137026,0.073097484,0.064721616,0.021606788,0.002880336,0.015950333,0.016939062,0.014648446,0.021260897,0.053114582,0.149901835,0.374827141,0.666789942,0.978095359,1,0.844881237,0.666128807,0.469852723,0.344147671,0.267360672,0.219453373,0.175527127,0.135081485,0.101239538,0.000150476,2.62E-05,-2.09E-05,0.000173246,0.000557351,0.002097421,0.005054623,0.009131837,0.012736074,0.012808325,0.011054614,0.007924287,0.005525158,0.004858512,0.003775706,0.003346405,0.002595619,0.00222771,0.001543996
RR688,0.002734767,0.000421686,0.000277314,-0.000104195,0.000460344,0.000701112,-0.000209547,0.000105487,-6.64E-06,-0.000241585,-5.01E-05,-2.33E-05,-0.000282249,-0.000237589,-7.68E-05,-5.72E-05,0.000447965,0.002535896,0.00587904,0.010944944,0.009575406,0.00748337,0.00477983,0.003162369,0.003059139,0.002664989,0.002535601,0.001691396,0.001173658,0.000726973,0.00059435,0.000462133,0.000474089,0.000229604,-5.11E-06,0.001434362,0.000465223,0.000360155,0.000283098,2.98E-05,0.000828124,0.000626811,0.000585371,3.36E-05,0.00025021,-6.23E-05,-9.57E-05,6.79E-06,0.00015726,0.000142075,0.00031559,0.00129674,0.00588735,0.019386777,0.029641589,0.025436369,0.019106179,0.012465923,0.009491285,0.007909372,0.007856087,0.005876006,0.004805749,0.003817489,0.002992961,0.001832866,0.001685645,0.001140246,0.000672682,0.001155041,0.000780155,0.000239118,0.000800782,0.006210065,0.002342941,0.002210686,0.003544766,0.001328641,0.000272129,0.000740841,0.001545107,0.001597388,-0.00017211,-0.000367181,0.001530917,0.000562329,0.005960546,0.030641373,0.083724054,0.128672223,0.122849865,0.08538988,0.058149607,0.038728523,0.028960653,0.026056551,0.022644324,0.019433006,0.01415618,0.011184035,0.006569693,0.005908445,0.004229025,0.005135178,0.001678226,0.000727867,0.000825392,0.001166258,0.00212088,0.000714711,0.000173507,0.000206759,0.000186219,-0.000528602,-2.61E-05,0.00051371,4.87E-05,7.31E-05,0.000300929,0.002043256,0.005442665,0.009525435,0.010279325,0.006676176,0.003451983,0.002730494,0.001958376,0.00181748,0.001726371,0.001244265,0.000896712,0.000864494,0.000677023,0.0004483,0.000304868,0.000197793,-0.000130102,0.001207715,0.001363859,0.001222491,-0.00030692,0.000290936,0.000578201,0.001845501,0.020927845,0.096539784,0.231955921,0.35569953,0.328416834,0.228101629,0.154821323,0.111192697,0.097991238,0.083724586,0.072746193,0.058884152,0.041161033,0.028824492,0.020169088,0.012400258,0.012845559,0.007603594,0.006494771,0.096198418,0.234301952,0.612712146,1,0.945103195,0.655005618,0.44514738,0.309812264,0.26497252,0.234818698,0.208537398,0.162563064,0.116893698,0.083809757,0.061238765,0.048303339,0.037653269,0.02764959,0.040938911
Spark Blue 550,-0.001364397,-0.000474266,-0.000172554,0.002799479,0.015015968,0.067863727,0.133318727,0.110546715,0.014733871,0.022448547,0.059345982,0.044217331,0.030227415,0.01960846,0.005905669,0.000998391,0.007189724,0.007439955,0.005386526,0.004466702,0.003025726,0.002601952,0.001913968,0.001193333,0.001592755,0.002263889,0.003637702,0.004057663,0.001479605,0.000165646,5.33E-05,0.000139023,9.12E-05,4.22E-05,-7.28E-06,-0.001584133,-0.00050495,-0.000137873,0.000346819,0.002371261,0.013110331,0.028993229,0.026349259,0.004961512,0.003519963,0.011371281,0.009106242,0.00617943,0.003861401,0.001625846,0.000197794,0.001536913,0.001522541,0.001261085,0.000886429,0.000635131,0.000574524,0.000350127,0.000405153,0.000267053,0.000435089,0.00061554,0.000845397,0.000497855,0.000214136,9.16E-05,0.000188419,0.000155557,7.20E-05,6.22E-05,-0.001509546,-0.0016519,-0.000753483,0.010447158,0.050757141,0.258444341,0.558297501,0.465953188,0.066153724,0.08306804,0.183840563,0.147117586,0.105813934,0.094263558,0.029750662,0.005591169,0.030865384,0.028579539,0.021604575,0.016009719,0.012808795,0.010257964,0.008022528,0.0066253,0.006201127,0.008974596,0.012814231,0.015500413,0.010451532,0.00413291,0.002539777,0.004391322,0.003553537,0.002387272,0.001143482,0.017782695,0.073014722,0.433116907,1,0.925718376,0.170789835,0.142118544,0.41416803,0.343472421,0.225758491,0.168832611,0.063273643,0.007640013,0.049889943,0.048886942,0.039759509,0.031871043,0.024437701,0.018094801,0.013900839,0.01173103,0.010828289,0.013259857,0.018962565,0.022879641,0.016388599,0.009757642,0.004706504,0.005837754,0.005273833,0.003857479,0.003005427,0.01920108,0.026912209,0.017886962,0.012137389,0.009179102,0.003240033,0.000244199,0.002288743,0.002663496,0.002093746,0.001614447,0.001605567,0.001241856,0.000875202,0.00048227,0.000393818,0.00031927,9.08E-05,3.23E-05,2.63E-05,4.97E-05,1.67E-05,2.19E-05,6.63E-06,2.32E-05,1.06E-05,-7.23E-05,-8.34E-05,-6.86E-05,3.41E-05,-0.000173112,-8.07E-05,-1.24E-05,1.14E-05,5.48E-05,-5.58E-06,-2.18E-05,1.27E-05,-6.52E-05,-1.31E-05,-0.000100429,-9.85E-05,8.07E-05,-0.000243054,1.55E-05
Spark Blue 574,-0.002183772,-0.000959246,-0.000776998,0.000361126,0.003950928,0.011987862,0.033627412,0.049663862,0.009872736,0.042595867,0.125529467,0.106355048,0.081495138,0.059049462,0.018178835,0.002791468,0.018415768,0.017849688,0.012599737,0.009266774,0.006595861,0.004293303,0.003820638,0.002188789,0.001690441,0.001597295,0.001619344,0.000964946,0.000527973,0.000173764,0.000208652,0.000166772,0.000312579,0.000154305,0.000116752,-0.003059965,-0.000658715,-0.000199172,-0.000642057,0.00052928,0.003011405,0.010679164,0.018585761,0.005178573,0.012027169,0.039105547,0.035831928,0.028302348,0.019542332,0.008141999,0.001170325,0.006622672,0.006163471,0.004625378,0.003776518,0.002384875,0.001703604,0.001265413,0.001032081,0.000774378,0.000548473,0.000680646,0.00070906,0.000469208,0.000354791,0.000339179,0.000662809,0.000532372,0.000361731,0.000288078,-0.00184634,-0.002699032,-0.001602974,0.001699932,0.003003715,0.012677138,0.042936383,0.06412452,0.012319825,0.046007495,0.113884442,0.101813496,0.082556137,0.07880425,0.025340667,0.003905618,0.023073251,0.020448011,0.014424938,0.009824821,0.007546194,0.004812283,0.003935002,0.002859594,0.002298327,0.001620384,0.002235379,0.002301706,0.001621862,0.001062534,0.000830505,0.001632314,0.001055611,0.000617074,0.000314878,0.006842581,0.014212211,0.074403133,0.258438154,0.463942517,0.125048206,0.313858863,1,0.931541926,0.69180804,0.558990343,0.213029526,0.022866305,0.147898832,0.139270636,0.107110137,0.08242378,0.058376992,0.041177457,0.029536958,0.022915978,0.017535645,0.014580398,0.013409287,0.014370841,0.011751396,0.009025678,0.007399557,0.011903016,0.011200451,0.009077688,0.006920952,0.110707439,0.162566135,0.128067173,0.099667774,0.077587316,0.029135817,0.002970217,0.019541448,0.022166934,0.014820953,0.011480337,0.007823524,0.006573405,0.004161499,0.003401372,0.002214183,0.001488483,0.000708506,0.000472594,0.000275304,0.000123631,0.000131006,5.17E-05,9.10E-05,1.97E-05,4.57E-05,-0.000135767,0.000146262,-8.32E-05,-2.62E-05,-1.54E-05,-2.96E-05,0.000223262,4.20E-05,0.000240347,6.49E-05,4.90E-05,0.000101578,4.03E-05,-0.000138679,-0.000337595,-1.49E-05,0.000156384,0.000166776,2.40E-05
Spark NIR 685,-0.001424125,-0.000716828,0.000293166,-0.000462883,6.42E-05,0.00070504,0.000361672,0.000457008,0.00023502,-0.00031595,0.000852068,0.000303619,-4.48E-05,0.000371735,-0.000148303,0.000318145,0.00334099,0.017550563,0.042330617,0.068779505,0.060116007,0.037403591,0.026801518,0.016853984,0.013482087,0.009962103,0.008747225,0.004802962,0.001559793,0.000442867,0.000265938,0.000151545,0.000101363,7.81E-05,5.84E-05,-0.002178665,-0.000608172,-0.000244757,0.000343318,-5.63E-06,0.00016349,6.82E-05,-0.000210008,-1.46E-05,3.67E-05,0.000105624,0.000136965,4.21E-05,2.48E-05,4.39E-05,7.63E-05,0.001412214,0.005627369,0.016293425,0.025665893,0.02131403,0.015295294,0.009647783,0.007136147,0.005972274,0.005587877,0.004680622,0.003672182,0.002381138,0.001808532,0.001121608,0.000835352,0.00047396,0.000360206,0.000234248,-0.001991989,-0.00135369,-0.000910171,-0.00065642,0.000547149,0.000368829,0.001220555,-0.000260868,0.000119215,0.000561306,-6.41E-05,1.23E-05,0.001393059,0.001296699,0.000967967,0.000795365,0.008643721,0.032413829,0.077989346,0.108044002,0.098587082,0.06600356,0.042011825,0.031531683,0.025286704,0.022393869,0.018065561,0.013332689,0.009565234,0.006141351,0.004010816,0.002741891,0.00162953,0.000597432,0.000195304,0.000636382,0.000355772,0.000296012,0.000333631,0.000332643,0.000171537,0.000525241,0.000875328,0.000227539,0.000448903,0.000309781,0.00022185,0.000127221,0.001569292,0.004603856,0.008937211,0.012153417,0.009736637,0.00616214,0.003811428,0.002707392,0.002412524,0.001882312,0.001561488,0.001000261,0.000557545,0.000201548,0.000211342,0.000129275,8.12E-05,2.81E-05,3.73E-05,0.005570606,0.008795834,0.006013511,0.003971222,0.003693957,0.001763019,0.001451535,0.022876821,0.104952475,0.247085916,0.366890548,0.340272172,0.219280872,0.149298482,0.099917921,0.089630527,0.078844798,0.066949116,0.0526216,0.0373453,0.024132474,0.016435538,0.012506984,0.007854777,0.002276245,0.001585861,0.108805823,0.274450718,0.714187601,1,0.917810371,0.597337631,0.407647273,0.289070643,0.257524322,0.233225986,0.208619933,0.162368566,0.116530629,0.083344175,0.062035728,0.049068601,0.036642312,0.026711346,0.023714676
Spark Violet 538,-0.003137112,-1.52E-05,0.000404206,0.014642716,0.021730315,0.024241871,0.027380102,0.022189446,0.003540298,0.008000015,0.020881561,0.017177417,0.014000259,0.01022855,0.003076785,0.000468784,0.003448507,0.002904919,0.002540059,0.00216687,0.001624511,0.001517554,0.000952584,0.000664493,0.000944364,0.001094434,0.000549232,0.000341599,0.000148351,-2.17E-05,2.78E-05,2.42E-07,2.20E-05,3.18E-06,1.71E-05,-0.001258714,-0.00045825,0.000194348,0.01719489,0.028206201,0.039855057,0.045918861,0.038707862,0.007985879,0.009481622,0.02980598,0.026268648,0.019851294,0.014168909,0.00618118,0.000842061,0.005520435,0.005256029,0.004323126,0.003242643,0.002165438,0.001611402,0.001293637,0.001188321,0.001290948,0.001310796,0.001259333,0.001215421,0.000805757,0.000442737,0.00031534,0.000440939,0.000393298,0.000228465,0.000240995,0.00123353,0.00270418,0.021629044,0.462398993,0.616350959,0.812376409,1,0.81807988,0.130865453,0.253913933,0.583149271,0.503667838,0.40966892,0.401546994,0.132547498,0.025065629,0.132632536,0.119174681,0.088629297,0.065171006,0.049938561,0.036543509,0.028806306,0.026583921,0.029770764,0.033151824,0.033480123,0.0318385,0.021392436,0.01141682,0.008857695,0.015136761,0.014644842,0.011133993,0.008060799,0.000562973,0.000513415,0.00091102,0.001156496,0.000983852,0.000217519,0.000190869,0.000862994,0.000690267,0.000546209,0.000520174,0.000200449,7.52E-06,0.00013088,0.000168876,7.92E-05,4.19E-05,5.00E-05,1.66E-05,-7.13E-06,1.26E-05,5.75E-05,6.72E-06,1.61E-05,3.45E-05,-8.60E-06,-3.03E-05,-1.97E-05,2.21E-05,-1.93E-05,5.07E-06,-1.81E-06,0.000246438,0.000268563,0.000136948,3.56E-05,0.000117825,-9.84E-05,1.85E-05,0.000169264,0.00017302,-0.00017617,9.20E-05,0.000217664,0.000389658,5.50E-05,2.96E-05,-0.00010315,-4.92E-05,-1.84E-05,5.09E-06,-4.49E-06,-1.03E-05,-5.70E-06,-3.79E-05,-8.60E-06,1.02E-07,-1.59E-05,-6.67E-06,0.000183114,0.00021438,-9.99E-05,7.77E-05,6.96E-06,-3.18E-06,5.06E-05,-5.81E-05,7.96E-05,-9.08E-07,5.00E-06,-3.30E-05,2.82E-05,4.66E-05,-1.50E-05,8.91E-05,0.000116844,-1.25E-05
V450,0.001679609,0.000989381,0.001206427,0.000886424,0.000752453,0.000539874,0.000313761,0.000115963,1.11E-05,6.10E-05,2.08E-06,8.97E-05,-4.78E-05,2.82E-05,2.53E-06,-9.86E-05,-0.000103433,-2.48E-05,-0.000151052,1.20E-05,-8.67E-05,3.78E-05,8.00E-05,7.66E-05,2.59E-05,-8.72E-05,-6.15E-05,0.000184595,-6.52E-05,-3.22E-05,-3.27E-05,4.79E-05,-9.44E-05,-5.00E-05,-7.39E-05,0.000521481,0.007151789,0.012018485,0.008938047,0.00925887,0.006562558,0.004350753,0.002358065,0.00026884,0.000468215,0.000692913,0.00049742,0.000184377,0.000221895,-6.90E-05,1.59E-05,-1.84E-05,1.34E-06,-6.64E-05,8.13E-05,1.68E-05,4.72E-05,2.16E-05,0.00021249,7.95E-05,0.000253804,0.000150997,0.000364082,0.000125125,0.000184626,-0.000208625,8.60E-05,-1.65E-05,8.15E-05,7.95E-05,0.394616159,1,0.5240847,0.535831795,0.420832788,0.291793255,0.184649887,0.096196723,0.012284656,0.012644123,0.021744675,0.014885144,0.010116156,0.009222153,0.00339466,4.87E-05,0.001378462,0.002227948,0.001500272,0.000700501,0.00039216,0.000583975,0.001257162,0.00394266,0.007449809,0.006883638,0.005500023,0.003740582,0.002222451,0.001712707,0.000295395,0.001052691,0.000457251,0.000453494,0.000431133,-0.000278943,0.000505956,0.000411273,0.000666149,0.000684433,0.000207495,0.000168185,0.000139685,0.000394274,0.000155276,0.000247709,-2.83E-05,-5.36E-05,-6.56E-05,2.22E-05,-5.31E-05,3.30E-05,-3.42E-05,-6.11E-05,-8.44E-05,1.84E-05,3.63E-05,6.81E-05,9.34E-05,5.41E-05,7.17E-05,1.75E-05,8.47E-05,-5.24E-05,2.69E-05,1.28E-05,-1.38E-05,4.62E-05,0.000207336,-0.000235252,-5.92E-05,4.06E-05,8.81E-05,-0.000109853,0.000126392,-5.45E-06,1.33E-05,-0.000257534,0.000305158,6.88E-05,-7.94E-05,-0.000146144,-0.000121383,-0.000139541,5.31E-05,7.45E-05,4.19E-05,-1.77E-05,1.20E-05,-1.98E-05,-1.29E-05,-6.82E-07,-2.45E-05,1.14E-05,-1.05E-05,6.29E-06,8.67E-05,0.000106345,-8.03E-06,3.26E-05,8.42E-05,4.03E-05,-5.59E-05,1.81E-05,-5.80E-05,-5.38E-05,-9.30E-05,4.43E-05,-4.84E-05,7.27E-06,-0.000140187,1.81E-05
V500,0.001474038,0.000386827,0.000397232,0.004816975,0.006028684,0.00444358,0.00378105,0.002434411,0.000364142,0.000432612,0.000906368,0.000756769,0.000892751,0.000417385,0.000160011,-0.00010706,-0.000299651,0.000169314,-0.000252188,-0.000203154,-0.000252833,-0.000359406,-0.000303133,4.48E-06,-0.000261482,-0.00016623,-0.000280628,-5.73E-05,-0.000260967,-0.00035889,-1.31E-05,-0.000157298,-0.000163165,-0.00028366,-0.000209385,0.000749537,0.000688666,0.00137062,0.018814216,0.022851408,0.022324255,0.018536154,0.011034134,0.001326862,0.002386647,0.004414354,0.003435225,0.002362122,0.001496464,0.000725491,0.000237862,0.000283684,0.000571684,0.000329748,0.000266377,0.000118987,3.28E-05,0.000112226,0.000373532,0.000365707,0.000555091,0.000512521,0.000772414,0.000176882,0.000185535,-1.48E-05,0.000123,7.96E-05,0.0003393,0.000290525,0.0092157,0.017731148,0.087500297,1,0.92324732,0.896713194,0.730353924,0.469915853,0.068935957,0.094543576,0.170276572,0.131993083,0.096508785,0.083535586,0.030945211,0.002390591,0.018442543,0.020819033,0.015969807,0.010444059,0.00838905,0.005956342,0.005180483,0.008584634,0.016425217,0.0210703,0.017611122,0.01425047,0.009141233,0.005801522,0.002863886,0.004463606,0.003665696,0.004097513,0.001951489,0.011609344,0.011786353,0.01175968,0.011353908,0.007693279,0.001813993,0.001290367,0.002919016,0.002791672,0.001577871,0.001187161,0.0004163,2.80E-05,0.000278871,0.000225662,0.000263162,-2.55E-05,0.000203231,-1.46E-06,4.33E-06,8.78E-05,0.000130099,0.00014482,0.000210172,7.02E-05,9.83E-05,-4.90E-05,-0.000113744,-6.53E-05,4.52E-05,2.58E-05,-9.45E-05,0.000114608,0.000431543,-5.66E-06,3.24E-05,0.000209898,7.79E-05,-5.57E-05,0.000278763,-0.000297647,0.000446825,-0.00024078,0.000265069,-2.80E-05,0.000218632,0.000215048,0.000189556,-5.79E-05,1.03E-06,-4.40E-05,7.64E-06,-7.72E-05,0.000170881,-1.92E-06,4.78E-05,-4.35E-05,1.88E-05,0.000189358,0.000147495,0.000160003,0.000209757,7.44E-05,0.000101573,2.46E-05,0.000109427,-3.34E-05,-9.48E-06,-6.35E-05,-3.16E-05,-5.59E-05,2.98E-05,-7.55E-05,0.000143992,-0.000178395,0.000129738,-0.000211027
Zombie NIR,1,0.341314427,0.17561333,0.17020651,0.166867444,0.127849353,0.107075778,0.070191367,0.010633473,0.018755202,0.049352184,0.039701562,0.028615412,0.023303727,0.008150133,0.001683326,0.010826061,0.010318796,0.009408716,0.009125312,0.008770904,0.015933326,0.037392018,0.073459033,0.121892007,0.154068533,0.165374766,0.141343612,0.106739383,0.059081773,0.036029461,0.027674837,0.019671594,0.013975875,0.008642284,0.110934932,0.059259201,0.037554213,0.044113699,0.051847022,0.048639042,0.039359389,0.027336368,0.005175385,0.004820865,0.014956518,0.013015314,0.010034702,0.00737313,0.003287281,0.000515761,0.003485563,0.003396726,0.003090306,0.002795091,0.002433698,0.003509216,0.006741584,0.013538326,0.024441319,0.032788674,0.034383738,0.032801094,0.023826261,0.017261012,0.012150529,0.009609336,0.006206009,0.005193721,0.003437657,0.124788289,0.194161921,0.157112509,0.359338982,0.361858776,0.326995958,0.309601563,0.214555777,0.032925971,0.053092335,0.116009059,0.098376494,0.082337052,0.084115579,0.027579639,0.005876068,0.031596433,0.031071279,0.025781656,0.021741168,0.020979286,0.026723927,0.050777056,0.100262534,0.166949059,0.221577233,0.220324486,0.191526793,0.142187004,0.095240257,0.065691207,0.051805437,0.038879144,0.028865806,0.018780026,0.02154793,0.024752647,0.03444414,0.038761571,0.034566803,0.007275409,0.009166017,0.027933897,0.026959662,0.021106488,0.018857908,0.007265546,0.000968918,0.007640237,0.007947948,0.006764155,0.006720797,0.007487831,0.01232916,0.026575139,0.058743258,0.110673218,0.158147118,0.174282207,0.156991594,0.118250108,0.070576711,0.049130332,0.033550744,0.0270673,0.021092256,0.016344233,0.010517455,0.018148016,0.018575966,0.017793526,0.017770539,0.008200683,0.001224529,0.008686322,0.011968929,0.009389383,0.011221877,0.012683116,0.023309663,0.050686954,0.089250749,0.151182488,0.192217603,0.192857347,0.165619846,0.124331319,0.080838561,0.055177687,0.038696585,0.030225611,0.021938121,0.017705837,0.005658425,0.00665046,0.007767612,0.009189108,0.018699737,0.045807298,0.119838082,0.249112833,0.446644655,0.580257351,0.613755845,0.50800056,0.36401725,0.248719151,0.176858229,0.135070526,0.101847799,0.080592198,0.067564196
